income,loan_amount,credit_score,credit_utilization,delinquencies,repayment_score,employment_years,dti,ltv,employment_type,loan_purpose,defaulted
32440.64,5700.25,511,0.3193,1,55.1,3.7,0.15,0.05,Self-employed,Home Improvement,1
117231.25,14370.67,639,0.4006,1,91.6,2.3,0.0643,0.0747,Part-time,Home Improvement,0
33015.51,20819.39,712,0.3297,1,81.3,5.5,0.2596,0.233,Full-time,Education,0
49163.4,3885.17,636,0.4414,0,59.7,4.0,0.0836,0.05,Full-time,Debt Consolidation,0
57418.1,10010.94,603,0.2171,0,61.0,13.6,0.0691,0.0525,Full-time,Debt Consolidation,0
34380.38,11521.82,708,0.0422,1,91.9,5.2,0.1242,0.1834,Full-time,Business,0
49950.79,21012.83,514,0.0471,0,,,0.1077,0.1484,Part-time,Major Purchase,0
61199.87,48959.9,729,0.0954,0,85.9,2.6,0.2032,0.2048,Full-time,Debt Consolidation,0
110279.92,11475.65,678,0.1662,0,45.9,4.3,0.0358,0.05,Full-time,Debt Consolidation,0
29571.45,10739.89,687,0.0582,1,55.1,2.3,0.1419,0.1602,Full-time,Business,0
146006.93,14085.25,570,0.0378,0,78.4,5.2,0.025,0.0524,Full-time,Debt Consolidation,0
50859.43,40687.54,682,0.1548,0,60.4,1.5,0.2139,0.2443,Full-time,Home Improvement,0
158371.61,42575.68,752,0.1321,0,85.4,4.0,0.0705,0.1513,Self-employed,Business,0
26000.51,20800.41,609,0.2977,0,84.0,2.7,0.2744,0.2889,Self-employed,Home Improvement,0
60030.44,3482.13,722,0.2945,0,66.4,13.1,0.0492,0.05,Full-time,Debt Consolidation,0
69758.76,44045.83,737,0.2082,0,94.9,6.0,0.173,0.1539,Full-time,Business,0
60867.75,9435.8,628,0.2587,1,70.1,3.5,0.0875,0.0593,,Business,0
39094.88,8364.46,625,0.2822,0,78.0,6.3,0.1033,0.0937,Full-time,Debt Consolidation,0
156024.8,20461.53,566,0.0845,0,57.7,4.2,0.0354,0.05,,Education,0
88697.68,7716.4,679,0.1536,0,43.7,4.3,0.0333,0.05,Full-time,Major Purchase,1
74970.13,5761.01,680,0.2136,0,59.7,8.7,0.039,0.05,Full-time,Debt Consolidation,0
46954.66,11536.78,539,0.1496,1,70.1,8.9,0.1075,0.0665,Full-time,Debt Consolidation,0
86452.18,64433.91,697,0.118,0,85.5,7.7,0.1887,0.3504,Full-time,Major Purchase,0
54938.56,7238.33,629,0.3583,1,45.0,4.8,0.1004,0.05,Full-time,Home Improvement,0
108530.65,8391.49,654,0.0755,0,62.7,4.6,0.0236,0.05,Full-time,Major Purchase,0
16877.13,2030.65,768,0.4673,1,79.5,2.5,0.2993,0.0536,Part-time,Debt Consolidation,0
67718.62,16867.72,537,0.158,0,22.2,4.2,0.0766,0.1162,Full-time,Debt Consolidation,1
30490.4,13916.48,546,0.3124,0,48.0,3.3,0.1833,0.1305,Full-time,Debt Consolidation,1
70236.17,6950.03,589,0.1602,0,55.3,18.7,0.0402,0.05,Full-time,Debt Consolidation,0
76123.95,15151.36,649,0.2046,0,74.0,3.4,0.0671,0.0702,Full-time,Debt Consolidation,0
95754.28,19112.85,647,0.3932,1,66.9,3.1,0.09,0.1013,Full-time,Debt Consolidation,0
66917.11,10173.41,674,0.1832,0,90.0,4.1,0.0562,0.0672,Full-time,Debt Consolidation,1
53006.62,30703.5,653,0.2449,1,62.3,6.7,0.1949,0.1494,Full-time,Business,0
34634.36,13269.25,653,0.3043,0,63.2,11.1,0.1552,0.135,Self-employed,Debt Consolidation,0
39098.23,20424.6,615,0.0806,0,71.6,5.4,0.1402,0.2332,Self-employed,Home Improvement,0
49304.37,15318.27,740,0.1385,0,88.3,5.4,0.0948,0.1434,Part-time,Debt Consolidation,0
72639.54,27686.53,746,0.3531,0,67.7,7.7,0.1265,0.1094,Full-time,Education,0
46911.97,2593.19,578,0.3565,0,69.9,4.7,0.068,0.05,Full-time,Education,0
68626.8,54901.44,570,0.127,0,50.6,19.7,0.2053,0.1999,Unemployed,Major Purchase,1
57667.49,2019.63,632,0.1366,0,53.3,3.8,0.0255,0.05,Full-time,Debt Consolidation,0
202565.63,20447.26,707,0.422,0,75.9,7.1,0.0392,0.05,Part-time,Debt Consolidation,0
24239.65,18455.66,584,0.1219,0,62.3,11.3,0.2189,0.1782,Full-time,Debt Consolidation,0
123014.43,16251.6,701,0.3185,1,83.1,7.9,0.0601,0.05,Full-time,Debt Consolidation,0
72830.64,21699.37,623,0.525,0,83.1,6.2,0.1234,0.1087,Full-time,Debt Consolidation,0
78004.09,3841.86,728,0.4059,1,87.3,8.9,0.0647,0.05,Full-time,Home Improvement,0
89676.26,42843.94,644,0.252,0,77.8,3.2,0.1349,0.1187,Full-time,Debt Consolidation,0
153945.39,30927.47,607,0.3475,0,85.2,2.5,0.0645,0.0862,Self-employed,Home Improvement,0
117538.59,8179.93,706,0.3571,0,82.5,3.7,0.0386,0.05,Full-time,Debt Consolidation,0
17205.94,13764.76,705,0.3641,0,79.8,3.9,0.3443,0.3483,Full-time,Education,0
71464.39,16999.91,642,0.1663,0,46.4,7.9,0.0738,0.0705,Full-time,Home Improvement,0
31820.44,25456.35,690,0.1504,0,90.0,4.8,0.226,0.2311,Full-time,Debt Consolidation,0
33902.97,6021.35,594,0.3874,0,38.7,4.8,0.1249,0.05,Full-time,Debt Consolidation,0
43615.51,34892.4,617,0.0803,1,55.4,7.3,0.2328,0.3238,Full-time,Major Purchase,0
108778.14,45054.52,598,0.2722,1,67.5,3.7,0.1285,0.1244,Part-time,Debt Consolidation,0
31267.99,5107.16,669,0.2416,0,70.6,4.4,0.0948,0.0527,Full-time,Education,0
37002.34,2750.47,680,0.3023,0,53.1,4.4,0.0767,0.05,Full-time,Home Improvement,0
61024.55,24456.83,729,0.5306,2,82.8,2.9,0.1981,0.1274,Full-time,Debt Consolidation,0
42449.05,16733.48,671,0.3621,1,60.1,1.5,0.1843,0.1342,Full-time,Business,0
90150.55,22432.91,640,0.05,0,66.0,4.1,0.0637,0.0987,Part-time,Home Improvement,0
70607.19,8549.76,630,0.6276,1,56.8,8.6,0.1101,0.05,Full-time,Major Purchase,0
47125.91,25622.93,574,0.0051,0,68.9,4.9,0.1313,0.1719,Unemployed,Debt Consolidation,1
46710.98,4290.23,564,0.7068,0,36.3,1.9,0.131,0.0549,Full-time,Major Purchase,1
69673.08,29945.33,559,0.2762,0,68.8,4.0,0.1317,0.1263,Unemployed,Debt Consolidation,1
56266.9,43337.65,650,0.0884,2,47.7,11.5,0.2388,0.209,Self-employed,Business,1
54248.37,5042.81,776,0.1078,1,83.7,8.9,0.0587,0.05,Full-time,Debt Consolidation,0
42479.94,28442.69,698,0.0438,0,68.4,3.9,0.1681,0.2388,Full-time,Major Purchase,0
88713.53,29762.01,832,0.2763,0,79.0,2.2,0.1029,0.1074,Full-time,Debt Consolidation,0
64248.63,3203.51,659,0.2129,0,70.5,15.6,0.0358,0.05,Full-time,Debt Consolidation,0
59504.14,21968.21,666,0.2554,0,73.2,5.5,0.1195,0.1337,Full-time,Home Improvement,0
79857.48,16727.5,801,0.3402,0,82.2,7.1,0.0809,0.0513,,Home Improvement,0
55161.66,3080.8,522,0.1381,0,65.7,4.1,0.0314,0.05,Self-employed,Debt Consolidation,1
86355.45,8815.62,598,0.2916,1,52.3,5.6,0.0627,0.0637,Self-employed,Debt Consolidation,0
15109.06,12087.25,666,0.0277,1,70.2,4.8,0.2846,0.2128,Full-time,Debt Consolidation,0
76438.6,6020.68,629,0.5079,1,66.2,11.9,0.0824,0.05,Full-time,Home Improvement,0
68145.62,48172.49,710,0.2871,0,56.7,3.0,0.2,0.1878,Full-time,Debt Consolidation,0
69983.48,7362.35,593,0.1017,2,49.1,1.9,0.07,0.05,Unemployed,Debt Consolidation,1
81341.98,21904.47,602,0.1977,1,40.1,16.7,0.0969,0.1086,Full-time,Debt Consolidation,0
37008.08,29606.46,739,0.2603,0,96.3,3.0,0.2426,0.3868,Full-time,Debt Consolidation,0
76256.19,15338.62,740,0.3953,0,83.3,7.1,0.0856,0.0946,Full-time,Debt Consolidation,0
89131.67,23661.95,765,0.105,1,94.8,9.4,0.0857,0.1324,Full-time,Education,0
69502.63,53974.59,621,0.066,0,57.7,3.0,0.1932,0.2128,Full-time,Home Improvement,0
64079.85,47201.51,625,0.4747,0,67.6,7.1,0.2301,0.2373,Full-time,Home Improvement,0
80273.31,27476.64,626,0.2165,2,60.7,2.9,0.1315,0.1154,Full-time,Debt Consolidation,0
65321.46,28089.57,559,0.3369,0,68.5,4.2,0.1403,0.107,Full-time,Business,0
57180.68,20088.92,648,0.3438,0,69.5,10.3,0.1276,0.1932,Self-employed,Education,0
22007.94,17606.35,615,0.6289,0,56.5,9.6,0.3977,0.3395,Self-employed,Debt Consolidation,1
73933.29,9639.44,539,0.2736,0,73.9,12.3,0.0579,0.05,Full-time,Education,0
45881.95,19677.83,651,0.0244,0,66.8,6.9,0.1068,0.143,Full-time,Debt Consolidation,0
46715.54,12607.85,654,0.2558,0,51.6,6.7,0.1042,0.098,Part-time,Home Improvement,0
47322.16,37857.73,568,0.2512,1,71.0,2.6,0.2556,0.1988,Full-time,Debt Consolidation,1
69864.37,5324.44,655,0.1838,2,83.2,3.1,0.0716,0.05,Full-time,Home Improvement,0
31378.04,3732.03,712,0.7027,0,80.3,2.9,0.1898,0.05,Full-time,Debt Consolidation,0
109994.52,62765.67,615,0.1652,0,92.7,4.3,0.1478,0.1595,Full-time,Debt Consolidation,0
22957.73,18366.18,654,0.0701,0,100.0,14.8,0.214,0.2175,Full-time,Home Improvement,0
94932.27,3711.32,603,0.1125,0,84.7,4.0,0.0179,0.05,Full-time,Home Improvement,0
32843.79,12091.26,704,0.4892,2,88.7,3.8,0.2687,0.0976,Full-time,Debt Consolidation,0
65809.73,24822.62,670,0.3536,1,63.0,8.1,0.1475,0.1426,Full-time,Education,0
91806.21,2115.48,635,0.0537,0,77.7,8.2,0.01,0.05,Part-time,Education,0
68471.92,2222.91,628,0.173,0,91.7,3.2,0.026,0.05,Full-time,Home Improvement,0
35671.68,14940.72,623,0.2367,1,52.0,9.7,0.1819,0.1658,Full-time,Home Improvement,0
49273.16,12194.12,506,0.5231,1,24.6,2.8,0.1602,0.0751,Full-time,Debt Consolidation,1
42944.03,34355.23,578,0.4617,1,61.9,3.6,0.2974,0.3186,Self-employed,Business,1
32122.45,3443.48,639,0.0294,1,65.3,11.4,0.0697,0.05,Full-time,Business,0
24493.4,19594.72,613,0.2711,2,76.2,2.0,0.3697,0.3294,Part-time,Education,1
39770.62,31816.5,677,0.2133,0,98.0,3.1,0.2306,0.4114,,Debt Consolidation,1
41206.14,32221.84,770,0.2432,1,80.6,3.5,0.2593,0.399,,Debt Consolidation,0
32850.68,8188.79,630,0.4557,2,70.5,5.0,0.2328,0.0623,Full-time,Education,0
42236.67,20026.54,641,0.1405,0,64.0,8.1,0.1377,0.1703,Full-time,Debt Consolidation,0
87500.21,21421.16,704,0.1176,0,,,0.0684,0.0632,Full-time,Debt Consolidation,0
37967.26,25681.57,614,0.1451,0,65.1,1.7,0.1899,0.1625,Self-employed,Major Purchase,0
132453.38,7258.14,641,0.1861,1,70.2,6.7,0.0323,0.05,Full-time,Debt Consolidation,0
94550.1,9434.43,733,0.0729,4,71.6,3.7,0.0803,0.05,Full-time,Debt Consolidation,0
41458.18,8583.06,654,0.2526,0,91.1,4.2,0.0936,0.0772,Full-time,Education,0
132298.14,32427.94,686,0.1493,0,43.2,3.2,0.067,0.0624,Full-time,Debt Consolidation,0
24650.45,19720.36,790,0.2929,2,100.0,3.4,0.3749,0.3097,Full-time,Home Improvement,0
30343.08,24274.46,737,0.1128,0,85.4,2.9,0.2188,0.1856,Full-time,Debt Consolidation,0
171329.25,4120.36,739,0.3064,0,75.3,2.6,0.0186,0.05,Full-time,Home Improvement,0
70836.17,4319.33,586,0.4615,1,65.3,11.4,0.0785,0.05,Full-time,Education,0
60669.0,22555.11,694,0.3353,0,86.8,9.0,0.129,0.0921,Full-time,Education,0
99931.62,4976.17,718,0.3077,0,85.9,4.3,0.0341,0.05,Full-time,Home Improvement,0
100224.3,36879.54,623,0.1658,1,63.0,5.8,0.1122,0.1219,Full-time,Debt Consolidation,0
54549.19,4718.54,532,0.151,0,47.8,5.7,0.0407,0.05,Self-employed,Debt Consolidation,0
82207.06,16250.54,717,0.2841,0,78.5,5.6,0.0723,0.0711,Full-time,Education,0
74602.2,17179.71,646,0.1379,0,84.6,3.5,0.0686,0.1373,Full-time,Debt Consolidation,0
80819.09,10477.05,570,0.0631,1,86.8,3.3,0.0516,0.0783,Full-time,Debt Consolidation,0
34285.7,20740.29,596,0.4099,0,86.1,6.2,0.2313,0.2581,Full-time,Debt Consolidation,0
34672.19,12929.45,652,0.2172,1,57.6,8.3,0.1692,0.1243,Full-time,Education,1
44311.24,27572.27,569,0.4138,0,48.1,8.2,0.2166,0.223,Full-time,Major Purchase,1
91660.69,11197.19,620,0.2419,1,48.5,3.6,0.0614,0.05,Full-time,Debt Consolidation,0
97891.91,14406.34,602,0.1429,0,51.4,3.0,0.0458,0.05,Unemployed,Home Improvement,1
116784.5,3671.4,610,0.2459,1,65.4,3.5,0.033,0.05,Full-time,Debt Consolidation,0
46890.88,28489.74,694,0.3603,0,81.4,5.1,0.2011,0.1965,Full-time,Debt Consolidation,0
40404.44,23100.55,757,0.0768,0,90.5,2.0,0.1509,0.1564,Part-time,Major Purchase,0
66783.96,3304.67,543,0.2953,0,53.3,5.4,0.0437,0.05,Full-time,Education,0
20191.26,6170.2,604,0.2834,0,98.6,2.4,0.1744,0.1002,Self-employed,Debt Consolidation,0
81429.55,7196.79,623,0.2617,0,70.8,2.8,0.0444,0.05,Self-employed,Debt Consolidation,0
144065.15,8083.59,722,0.3703,1,92.2,1.2,0.0403,0.05,Part-time,Debt Consolidation,0
43610.9,30882.59,523,0.0212,0,64.7,1.3,0.1735,0.2538,Part-time,Debt Consolidation,0
14270.16,9023.15,672,0.2132,1,80.5,12.6,0.3434,0.292,Full-time,Debt Consolidation,0
107549.58,4334.43,699,0.044,0,73.9,3.3,0.0126,0.05,Full-time,Debt Consolidation,0
72036.71,41717.67,638,0.4489,1,88.1,3.1,0.2005,0.1563,Full-time,Debt Consolidation,0
106538.68,18137.5,588,0.5531,0,49.8,3.7,0.0782,0.0766,Part-time,Education,0
79848.06,4003.36,620,0.1156,2,72.0,3.5,0.0525,0.05,Full-time,Debt Consolidation,0
49503.47,13349.25,507,0.1319,1,35.1,12.6,0.1081,0.1068,Full-time,Business,1
34668.61,3657.52,461,0.1288,1,31.5,1.9,0.0867,0.05,Full-time,Debt Consolidation,1
128308.07,6147.34,696,0.0527,0,66.0,7.9,0.0145,0.05,Part-time,Major Purchase,0
38019.7,16429.88,717,0.4461,0,84.9,7.8,0.1882,0.2108,Full-time,Debt Consolidation,0
36624.41,29299.53,748,0.0325,0,82.1,12.7,0.1984,0.2091,Full-time,Debt Consolidation,0
56865.05,21674.81,602,0.0301,0,81.0,2.6,0.0953,0.0919,Full-time,Education,0
60559.58,48447.67,738,0.2982,1,62.0,5.3,0.2473,0.3029,Unemployed,Debt Consolidation,1
60758.11,19685.76,656,0.5604,1,69.0,5.6,0.1639,0.0795,Full-time,Major Purchase,0
74865.63,4559.13,510,0.1703,1,43.1,11.4,0.047,0.05,Self-employed,Debt Consolidation,1
39106.2,31284.96,676,0.4786,0,51.6,1.9,0.2801,0.2819,Full-time,Debt Consolidation,1
41655.26,2771.13,475,0.4539,0,37.4,7.6,0.0944,0.05,Full-time,Major Purchase,1
48270.53,7111.95,667,0.3379,0,55.9,4.2,0.0858,0.0515,Full-time,Home Improvement,0
76058.33,44110.97,599,0.3712,1,63.6,4.3,0.1901,0.2502,Full-time,Major Purchase,0
183262.41,24719.78,637,0.0419,2,68.1,16.6,0.0471,0.05,Full-time,Debt Consolidation,0
134138.16,10412.97,644,0.0937,0,39.9,3.1,0.0237,0.05,Full-time,Debt Consolidation,0
28946.61,23157.29,640,0.1727,1,92.1,12.3,0.2764,0.2632,Part-time,Major Purchase,0
50040.37,4992.1,544,0.5366,0,95.9,6.5,0.1012,0.05,Full-time,Major Purchase,0
29783.83,23827.06,584,0.3117,0,64.4,4.4,0.2674,0.1952,Part-time,Debt Consolidation,0
20567.81,11410.9,589,0.3184,0,75.2,11.5,0.2446,0.1697,Full-time,Debt Consolidation,0
42097.21,33677.76,545,0.563,2,60.7,6.5,0.3453,0.2073,Full-time,Debt Consolidation,1
30817.69,3968.43,617,0.0631,2,,,0.1235,0.0525,Part-time,Debt Consolidation,1
53616.71,12353.05,660,0.3395,0,50.1,8.6,0.1009,0.0708,Full-time,Debt Consolidation,0
48699.92,38959.94,593,0.4886,0,69.6,5.3,0.2642,0.227,Self-employed,Business,1
119654.34,13424.04,686,0.0477,1,52.2,5.1,0.0398,0.05,Part-time,Debt Consolidation,0
43018.82,34415.06,686,0.4156,0,60.0,2.8,0.2616,0.3475,Full-time,Debt Consolidation,0
48702.87,5888.18,589,0.1817,0,55.1,11.5,0.0559,0.05,Full-time,Home Improvement,0
58099.03,36088.19,749,0.411,1,70.0,3.5,0.2207,0.1922,Full-time,Major Purchase,0
22607.46,15147.03,729,0.106,0,82.5,2.2,0.1946,0.1761,Full-time,Home Improvement,0
30305.13,24244.11,616,0.3937,0,72.0,5.9,0.2855,0.2643,Self-employed,Education,0
62401.52,3365.51,644,0.063,1,61.2,5.5,0.0394,0.05,Full-time,Debt Consolidation,0
55557.67,15033.86,645,0.4687,0,92.3,8.4,0.1257,0.1338,Full-time,Business,0
110506.13,3171.43,742,0.5945,0,100.0,7.6,0.0456,0.05,Full-time,Debt Consolidation,1
32358.71,7037.07,672,0.1854,0,78.5,9.2,0.0934,0.0684,Full-time,Debt Consolidation,0
78350.18,8153.27,645,0.3106,0,84.5,1.0,0.0535,0.05,Full-time,Debt Consolidation,0
27440.67,21952.54,733,0.0609,0,73.6,6.6,0.208,0.2467,Full-time,Debt Consolidation,0
50329.45,27179.75,694,0.4531,1,59.8,4.2,0.2183,0.2128,Full-time,Major Purchase,1
56674.03,9017.02,651,0.1734,0,80.0,8.4,0.0602,0.05,Full-time,Debt Consolidation,0
47374.19,12295.69,774,0.0729,0,82.7,5.8,0.0734,0.0808,Full-time,Education,1
41552.08,10409.31,682,0.1115,0,44.4,16.5,0.0795,0.0929,Full-time,Debt Consolidation,0
62818.98,5017.46,691,0.229,0,56.8,7.3,0.0454,0.05,Full-time,Debt Consolidation,0
80170.68,32170.34,685,0.0931,1,87.9,1.8,0.1196,0.1045,Full-time,Home Improvement,0
40844.65,13538.43,708,0.34,1,56.7,6.8,0.1689,0.1402,Full-time,Home Improvement,0
45536.05,2887.58,724,0.4912,0,69.2,4.5,0.0929,0.05,Full-time,Debt Consolidation,0
25517.22,4710.43,735,0.1733,0,91.7,3.5,0.0932,0.0618,Full-time,Business,0
80618.31,41269.95,644,0.3387,0,81.9,10.1,0.1531,0.21,Full-time,Business,0
23837.67,19070.14,573,0.7227,0,51.0,2.5,0.4103,0.1998,Full-time,Debt Consolidation,1
43573.37,19566.35,717,0.27,2,86.3,4.4,0.2075,0.1707,Full-time,Home Improvement,0
35764.95,6082.39,688,0.5133,0,60.4,4.7,0.1442,0.05,Part-time,Major Purchase,0
33199.03,26559.23,529,0.5611,0,25.1,6.9,0.3137,0.1847,Self-employed,Debt Consolidation,1
53989.1,30866.94,682,0.078,0,77.5,7.5,0.1476,0.2986,Self-employed,Home Improvement,0
51812.92,41450.33,681,0.1752,1,66.6,5.0,0.2395,0.2328,Full-time,Debt Consolidation,0
99353.07,16933.6,616,0.1038,0,62.2,8.1,0.0484,0.0861,Full-time,Debt Consolidation,0
67681.1,14095.26,692,0.6168,0,76.2,2.4,0.1156,0.0794,Unemployed,Debt Consolidation,0
55473.01,4707.82,690,0.412,0,65.3,7.5,0.0738,0.05,Full-time,Education,0
65847.35,31872.0,687,0.0518,0,77.2,2.8,0.1218,0.1502,Full-time,Debt Consolidation,0
66728.45,33328.63,629,0.4687,0,75.1,13.1,0.1704,0.2394,Full-time,Debt Consolidation,0
40682.73,4252.29,700,0.3913,1,49.7,5.2,0.1238,0.05,Full-time,Education,0
37986.0,13497.97,541,0.1525,1,65.5,9.4,0.1458,0.092,Part-time,Education,0
41948.98,10818.38,687,0.5048,0,71.7,3.0,0.1485,0.0846,Full-time,Home Improvement,0
133290.11,22317.12,647,0.4237,0,97.4,6.3,0.0631,0.0595,Full-time,Business,0
50494.89,18874.9,561,0.1682,0,55.4,5.8,0.1137,0.1853,Full-time,Debt Consolidation,0
34738.98,3883.37,756,0.1016,0,52.2,6.0,0.0479,0.05,Full-time,Home Improvement,0
124305.67,15545.72,635,0.2596,0,80.8,5.9,0.0451,0.05,Unemployed,Education,0
67905.4,54324.32,600,0.2992,0,71.9,5.1,0.2237,0.3668,Full-time,Home Improvement,0
29367.71,18848.3,611,0.7338,0,53.8,9.4,0.3339,0.1582,Full-time,Debt Consolidation,1
127316.02,21379.87,641,0.157,1,39.0,3.9,0.0586,0.0682,Full-time,Debt Consolidation,0
49480.18,5171.06,749,0.1915,1,82.6,5.7,0.0772,0.05,Part-time,Home Improvement,0
62936.46,7968.36,676,0.2864,0,67.7,2.1,0.0632,0.0669,Full-time,Education,0
114253.32,2676.88,557,0.0356,2,65.1,12.0,0.0289,0.05,Full-time,Debt Consolidation,0
30410.52,4465.09,711,0.558,0,82.2,7.9,0.1673,0.0555,Part-time,Major Purchase,0
59112.99,11108.11,505,0.3045,1,57.8,1.1,0.1025,0.0576,Full-time,Major Purchase,1
19922.38,15937.9,623,0.2073,0,94.0,3.6,0.2669,0.2981,Full-time,Debt Consolidation,0
76625.1,4501.37,718,0.6246,0,80.2,6.1,0.0728,0.05,Full-time,Major Purchase,0
182938.43,14078.01,614,0.2689,0,78.9,7.1,0.0291,0.05,Full-time,Business,0
57154.78,19547.63,670,0.5859,0,72.6,9.1,0.1559,0.1735,Full-time,Debt Consolidation,0
37238.57,4773.34,591,0.2673,0,60.4,1.5,0.0824,0.05,Self-employed,Home Improvement,0
68105.67,50328.25,696,0.4703,1,98.0,8.4,0.2447,0.2221,Full-time,Business,0
66733.75,23447.3,631,0.1939,1,53.5,3.1,0.1232,0.0978,Full-time,Debt Consolidation,0
110134.43,25197.1,503,0.3663,0,25.9,7.7,0.0789,0.1055,Full-time,Debt Consolidation,1
52849.24,21672.81,557,0.0965,0,,,0.1116,0.1763,Full-time,Home Improvement,0
61459.44,5869.51,711,0.4245,0,77.4,4.1,0.0727,0.05,Full-time,Debt Consolidation,0
31980.27,22814.19,673,0.4666,0,76.6,3.5,0.2763,0.1734,Self-employed,Home Improvement,0
97922.19,8149.59,735,0.2028,0,80.8,11.7,0.0349,0.05,Full-time,Education,0
25655.11,14682.13,683,0.0599,0,69.3,4.8,0.1542,0.1765,Self-employed,Home Improvement,0
28687.99,22950.39,660,0.2796,1,67.1,4.5,0.304,0.1927,Full-time,Debt Consolidation,0
24679.03,19743.22,739,0.1536,1,91.5,18.4,0.2854,0.3078,Part-time,Debt Consolidation,0
21210.35,16968.28,518,0.4436,1,45.3,7.6,0.3992,0.1942,Part-time,Major Purchase,1
53897.26,5230.45,581,0.2582,0,77.8,2.0,0.0578,0.05,Full-time,Business,0
40900.04,32720.03,685,0.4937,0,76.9,10.3,0.2789,0.286,Full-time,Home Improvement,0
97892.71,44903.58,625,0.2241,1,,,0.1388,0.2021,Full-time,Debt Consolidation,0
42371.9,26017.32,739,0.0574,0,81.6,5.7,0.1571,0.1471,Full-time,Home Improvement,0
41663.29,7180.87,666,0.3095,0,75.9,2.5,0.0948,0.0765,Full-time,Debt Consolidation,0
42933.32,29132.92,660,0.1117,0,89.2,6.1,0.1816,0.259,Self-employed,Education,0
35915.33,28732.26,707,0.0554,1,71.8,3.5,0.2365,0.2665,Full-time,Debt Consolidation,1
21838.76,17471.01,599,0.3898,0,64.6,6.0,0.3205,0.2402,Full-time,Debt Consolidation,0
102095.65,11059.34,661,0.2335,1,64.8,5.0,0.0542,0.05,Full-time,Debt Consolidation,0
54773.11,43818.49,608,0.3546,0,69.8,4.6,0.2386,0.2106,Self-employed,Home Improvement,0
56758.3,19060.96,668,0.1573,0,55.7,2.1,0.1006,0.1622,Self-employed,Debt Consolidation,0
115538.66,60684.62,706,0.2036,0,100.0,7.2,0.1387,0.1259,Full-time,Home Improvement,0
51966.45,13363.69,736,0.3416,0,99.9,11.6,0.1091,0.0646,Full-time,Debt Consolidation,0
72795.39,9989.17,743,0.2979,0,75.4,4.7,0.0624,0.05,Full-time,Debt Consolidation,0
17707.47,12240.67,593,0.5023,0,75.5,12.1,0.3701,0.1731,Self-employed,Debt Consolidation,0
33568.28,8264.83,618,0.2758,0,66.2,3.4,0.1183,0.1272,Full-time,Debt Consolidation,0
25720.47,20576.37,574,0.3195,0,,,0.2814,0.1829,Full-time,Major Purchase,0
71697.52,27671.43,731,0.0187,1,73.6,5.6,0.1112,0.2108,Full-time,Debt Consolidation,0
38989.61,12445.07,681,0.2642,1,57.8,3.9,0.1562,0.138,Full-time,Major Purchase,0
65102.89,20180.73,737,0.372,0,84.0,5.6,0.1155,0.0937,Full-time,Education,0
63067.4,5191.66,696,0.286,1,65.1,2.3,0.0714,0.05,Full-time,Major Purchase,0
52469.99,41976.0,745,0.29,1,88.0,6.4,0.2547,0.1824,Full-time,Home Improvement,0
46509.5,16619.78,510,0.0517,0,51.1,7.7,0.0938,0.0887,Self-employed,Home Improvement,0
26318.7,21054.96,664,0.0423,1,80.5,22.4,0.2492,0.1987,Full-time,Major Purchase,0
72155.49,20171.34,808,0.4239,0,78.3,17.4,0.1094,0.1572,Full-time,Debt Consolidation,0
43454.33,3754.37,772,0.2797,1,100.0,1.3,0.0947,0.05,Full-time,Debt Consolidation,0
53125.56,42500.45,617,0.1389,0,74.6,0.9,0.2108,0.1883,Full-time,Major Purchase,0
133495.43,12448.61,630,0.1088,0,52.6,4.1,0.0282,0.05,Full-time,Debt Consolidation,0
76790.77,2215.73,748,0.3833,1,100.0,2.3,0.0585,0.05,Full-time,Debt Consolidation,0
46403.63,12706.25,764,0.3466,2,100.0,6.6,0.1712,0.0832,Full-time,Debt Consolidation,0
29753.48,23802.78,702,0.309,1,89.2,13.6,0.3071,0.2756,Part-time,Education,0
73106.78,7869.32,631,0.3066,1,40.9,2.8,0.0724,0.05,Full-time,Major Purchase,0
69923.91,13490.23,581,0.3198,1,31.6,4.9,0.0964,0.05,Full-time,Home Improvement,1
68713.68,54970.94,662,0.6546,0,61.8,7.4,0.2606,0.2969,Full-time,Education,0
21578.63,2706.48,598,0.269,0,,,0.1198,0.0781,Full-time,Debt Consolidation,1
81437.04,19267.2,724,0.1624,0,91.6,5.8,0.0711,0.0591,Unemployed,Home Improvement,0
60432.51,34543.98,640,0.5916,0,52.9,12.0,0.2077,0.1661,Full-time,Debt Consolidation,0
214227.56,60626.19,584,0.3436,1,67.4,11.2,0.0851,0.1101,Full-time,Debt Consolidation,0
31848.72,25478.98,794,0.2733,1,100.0,5.9,0.2915,0.2123,Full-time,Debt Consolidation,0
78961.64,11464.6,728,0.1876,0,91.4,4.0,0.052,0.074,Self-employed,Major Purchase,0
102533.09,15754.08,677,0.3228,0,80.4,2.6,0.0595,0.0689,Self-employed,Debt Consolidation,0
168133.54,41372.69,669,0.3861,1,69.6,5.5,0.0827,0.0871,Full-time,Education,1
34605.59,27684.47,608,0.3892,0,36.6,14.5,0.273,0.2741,Full-time,Debt Consolidation,1
24462.93,19570.35,552,0.5715,1,57.3,8.1,0.4093,0.4047,Self-employed,Major Purchase,1
25029.31,9891.18,607,0.2398,1,66.7,3.9,0.2118,0.1525,Full-time,Debt Consolidation,0
